0;1;2?ParameterNavn;3Energi (kJ);4Energi (kcal);5Protein;6Protein fra Aminosyrer;7Protein, 8deklaration;9Kulhydrat difference;10Tilg�ngelig kulhydrat;11Tilg�ngelig kulhydrat, deklaration;12Kostfibre;13Fedt;14Alkohol;15Salt deklaration;16Aske;17T�rstof;18Vand;19A-vitamin;20Retinol;21beta-Caroten;22D-vitamin;23D3-vitamin;24D2-vitamin;25 25-hydroxy D3-vitamin;26 25-hydroxy D2-vitamin;27E-vitamin;28alfa-Tokoferol;29beta-Tokoferol;30gamma-Tokoferol;31delta-Tokoferol;32alfa-Tokotrienol;33K1-vitamin;34Thiamin (B1-vitamin);35Thiamin;36 2-(1-hydroxyethyl)thiamin;37Riboflavin (B2-vitamin);38Niacin�kvivalent;39Niacin;40B6-vitamin;41Pantothensyre;42Biotin;43Folat;44Frit folat;45B12-vitamin;46C-vitamin;47Ascorbinsyre;48Dehydroascorbinsyre;49Natrium;50Kalium;51Calcium;52Magnesium;Rubidium;Jern;Kobber;Zink;Mangan;Krom;Molybd�n;Cobolt;Selenium;Aluminium;Silicium;Bor;Fosfor;Fluor;Chlorid;Brom;Jod;Svovl;Nikkel;Kviks�lv;Arsen;Cadmium;Bly;Tin;Fruktose;Galaktose;Glukose;Sum monosakkarider;Laktose;Maltose;Sakkarose;Sum disakkarider;Maltotriose;Raffinose;Sum sukkerarter;Tilsat Sukker;Frie sukkerarter;Sorbitol;Mannitol;Inositol;Maltitol;Sum sukkeralkoholer;Stivelse;Cellulose;Lignin;Uopl�selige kostfibre;H�j molekylev�gt opl�selige kostfibre;Lav molekylev�gt opl�selige kostfibre;Crude fibre;Neutral detergent fibre;L-m�lkesyre;D-m�lkesyre;M�lkesyre;Citronsyre;Oxalsyre;�blesyre;Eddikesyre;Propionsyre;Benzosyre;Sum organiske syrer;C4:0;C6:0;C8:0;C10:0;C12:0;C13:0;C14:0;C15:0;C16:0;C17:0;C18:0;C20:0;C21:0;C22:0;C23:0;C24:0;C12:1,n-1;C14:1,n-5;C15:1,n-5;C16:1,n-7;C17:1,n-7;C18:1,n-7;C18:1,n-9;C18:1,n-12;C20:1,n-9;C20:1,n-11;C20:1,n-15;C22:1,n-9;C22:1,n-11;C24:1,n-9;C14:1,n-5,trans;C16:1,n-7,trans;C18:1,trans;C20:1,trans;C22:1,trans;C18:2,n-6;C18:2,konjugeret;C18:3,n-3;C18:3,n-6;C18:4,n-3;C20:2,n-6;C20:3,n-3;C20:3,n-6;C20:4,n-3;C20:4,n-6;C20:5,n-3;C22:2,n-6;C22:3,n-3;C22:4,n-6;C22:5,n-3;C22:5,n-6;C22:6,n-3;C18:2,trans;Andre fedtsyrer;Sum m�ttede fedtsyrer;Sum enkeltum�ttede fedtsyrer;Sum flerum�ttede fedtsyrer;Sum transfedtsyrer;Sum fedtsyrer under detektionsgr�nsen;Sum fedtsyrer;Sum n-3 fedtsyrer;Sum n-6 fedtsyrer;Kolesterol;Nitrogen;Isoleucin;Leucin;Lysin;Methionin;Cystin;Phenylalanin;Tyrosin;Threonin;Tryptofan;Valin;Arginin;Histidin;Alanin;Asparaginsyre;Glutaminsyre;Glycin;Prolin;Serin;Hydroxyprolin;Ornitin;Histamin;Serotonin;Tyramin;Phenylethylamin;Putrescin;Cadaverin;Spermin;Spermidin;Sum biogene aminer;Svind;Nitrogen-til-protein faktor;Fedtsyrekonverteringsfaktor;Massefylde
Oksek�d, tykbryst, r�t;Beef, brisket, middle part, raw;1237;950;229;15,9;12,7;15,9;0,0;0,0;0,0;0,0;18,4;0,0;0,2;1,0;35,3;64,7;36,0;36,0;0;0,90;0,90;;;;0,88;0,88;;;;;0,0;0,033;;;0,16;7,91;4,90;0,38;0,49;0,0;4,0;4,0;1,40;0,0;0,0;;65,0;254,0;4,0;17,0;;1,60;0,050;3,90;0,01;4,00;0,0;;6,50;;;;170;;;;1,2;;0,7;0,05;0,53;0,90;2,50;;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;;;0,00;0,00;0,00;;;;;;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;0,00;0,00;0,00;;0,48;;4,15;;2,42;0,00;;0,00;;;;0,15;;0,80;;;6,49;;;0,00;;0,00;0,00;;;;0,43;;;0,24;;0,08;;;;;;;0,00;;;;;;;0,00;;0,30;7,05;7,44;0,32;0,43;;15,53;0,08;0,24;60,5;2,54;763;1196;1323;382;114;611;509;661;181;814;941;534;916;1399;2239;865;712;636;;;0,23;;2,35;0,00;0,23;0,84;2,58;;6,23;15,0;6,25;0,85;
Sildepostej;Bucklingpat� (sweet cured herring, smoked);1238;1428;346;11,1;;11,1;0,9;0,9;0,9;0,0;33,1;0,0;1,8;2,4;47,4;52,6;141,5;141,5;;8,00;8,00;;;;;;;;;;;;;;;;;;;;;;;;;;700,0;199,0;31,0;17,6;;1,21;0,056;0,90;0,02;;;;20,00;;;;131;;1080;;27,0;;;4,20;;;;;0,00;;0,00;0,00;0,00;0,00;0,20;0,20;;0,00;0,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,22;0,11;0,67;;1,01;;3,82;;2,36;0,11;;0,11;;0,00;;0,00;;0,56;;0,67;12,81;;;0,79;;0,00;1,24;0,11;;;;;;3,48;;0,56;;0,22;0,00;0,00;;;;0,56;;;;0,11;;0,79;;0,11;8,43;16,18;5,73;;;30,45;2,25;3,48;;1,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;6,25;0,92;
Boghvedegryn, r�;Buckwheat groats, raw;1240;1507;355;7,0;6,7;7,5;79,8;77,5;76,4;2,3;1,4;0,0;0,0;0,9;89,1;10,9;1,0;0,0;12;0,00;0,00;;;;0,10;0,10;;;;;0,0;0,390;;;0,10;2,20;3,50;0,40;1,45;;29,0;;0,00;0,0;0,0;;1,0;242,0;10,6;101,0;490;1,50;0,620;2,50;1,50;1,40;10,0;5,00;20,00;1,3;9,0;530,0;155;50;;6500;0,5;150;420,0;0,00;6,10;3,30;2,80;;0,00;;0,00;0,00;0,00;0,00;0,29;0,29;;;0,29;0,00;0,00;;;;;;76,08;0,71;0,47;;;;;;;;;;;;;;;;;;;;0,00;;0,01;;0,29;;0,03;;;;;;;;;;;;;;;;;;;;;;;;;0,71;;0,05;;;;;;;;;;;;;;;;;0,33;0,17;0,76;;;1,26;0,05;0,71;0,0;1,20;288;516;456;132;73;324;168;276;132;432;588;180;360;1717;1057;468;276;360;;;;;;;;;;;;0,0;5,83;0,90;0,63
Feta, 50+;Cheese, semihard, Feta, 50 % fidm;1243;1261;304;17,8;15,7;17,4;1,5;1,5;0,2;0,0;25,2;0,0;2,6;4,7;49,2;50,8;223,3;214,0;111;0,26;0,26;;;;0,64;0,64;;;;;0,0;0,045;;;0,45;5,89;1,80;0,25;1,36;1,5;62,0;;1,13;0,0;0,0;;1056,7;187,0;219,7;20,0;;0,18;0,070;2,38;0,06;0,25;6,0;;5,90;;;;224;;;;10,4;;1,4;0,06;1,00;0,01;0,45;;;;;;0,16;;;0,16;;;0,16;0,00;0,00;;;;;;0,00;;;;;;;;;;;;;;;;;;0,86;0,55;0,36;0,79;0,98;;2,79;;7,44;;2,55;;;;;;;0,36;;0,55;;;5,59;;;0,29;;;;;;;;;;0,52;;0,19;;;;;;;;;;;;;;;;;16,31;6,79;0,71;;;23,81;0,19;0,52;83,6;2,79;977;1646;1423;502;64;921;977;614;246;1200;558;502;558;1256;3488;363;1869;1004;;;0,60;0,00;;;;;;;0,60;0,0;6,38;0,95;
Skummetm�lksost, max. 5+;Cheese, firm, skimmed milk, max. 5 % fidm.;1244;783;185;43,1;38,0;42,2;1,0;1,0;0,1;0,0;0,9;0,0;1,1;3,2;48,2;51,8;8,3;8,0;4;0,05;0,05;;;;0,02;0,02;;;;;0,0;;;;;9,91;;;;;;;;;;;440,0;;1280,0;;;;;;;0,25;;;14,00;;;;780;;680;;;;;;;0,01;0,45;;;;;;;;;;;;0,10;0,00;0,00;;;;;;0,00;;;;;;;;;;;;;;;;;;0,03;0,02;0,01;0,03;0,03;;0,10;;0,27;;0,09;;;;;;;0,01;;0,02;;;0,20;;;0,01;;;;;;;;;;0,02;;0,01;;;;;;;;;;;;;;;;;0,58;0,24;0,03;;;0,85;0,01;0,02;4,9;6,76;2364;3985;3445;1216;155;2229;2364;1486;594;2905;1351;1216;1351;3040;8444;878;4526;2432;;;;;;;;;;;;0,0;6,38;0,95;
Tomatpure;Tomato puree;1246;184;43;1,6;1,1;1,6;9,0;8,6;8,6;0,4;0,2;0,0;1,1;2,2;13,0;87,0;61,2;0,0;734;0,00;0,00;;;;2,30;2,30;;;;;;0,100;;;0,05;1,48;1,30;0,18;0,25;1,5;72,0;2,0;0,00;9,0;9,0;;433,0;798,0;19,9;30,0;;0,60;0,150;0,20;0,16;5,00;0,0;;0,40;;;;42;;;;2,2;;30,0;0,10;1,00;2,00;13,00;;;;;;;;;;;;;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,03;;0,01;;;;;;;;;0,00;;;0,02;;;;;;;;;;;;;0,09;;0,01;;;;;;;0,00;;;;;;;;;;0,04;0,02;0,10;;;0,16;0,01;0,09;0,0;0,26;38;51;49;12;3;44;22;41;11;41;33;24;44;207;589;28;31;49;;;;;;;;;;;;0,0;6,25;0,80;
�l, r�;Eel, raw;1248;1281;310;15,1;15,5;14,9;0,0;0,0;0,0;;27,7;;0,1;1,0;43,8;56,2;1800,0;1800,0;;30,00;30,00;;;;8,00;8,00;;;;;;0,150;;;0,31;6,63;3,80;0,24;0,14;;12,0;;4,40;1,3;1,3;;46,0;256,0;35,0;15,0;470;0,35;0,030;2,00;0,03;1,30;5,0;1,00;26,34;0,2;0,0;30,0;200;0;;0;13,4;;1,2;6,99;51,51;0,22;0,32;;0,00;;0,00;0,00;0,00;;0,00;0,00;;;0,00;0,00;0,00;;;;;;;0,00;0,00;;;;;;;;;0,20;;;;;0,15;0,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,91;13,60;7,27;;;;;;;3,06;860;1310;1800;520;140;730;640;830;170;1010;1100;640;1160;1680;2510;1160;760;1070;;;0,01;0,03;0,00;;;;;;0,04;;;;
Grisek�d, stegestykke af bryst med sv�r, r�;Pork, thick belly with rind, raw;1249;1478;358;15,0;12,4;15,0;0,0;0,0;0,0;0,0;33,1;0,0;0,1;0,7;48,8;51,2;14,0;14,0;0;0,35;0,21;;0,14;;0,40;0,40;;;;;0,0;0,511;;;0,13;6,53;3,80;0,20;0,48;4,6;5,1;;0,88;0,0;0,0;;57,9;216,8;7,1;13,2;;0,47;0,056;1,31;0,01;5,30;10,0;;6,90;;;;128;;;;0,8;;;0,13;2,00;1,90;5,60;;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;;;0,00;0,00;0,00;;;;;;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;0,03;0,04;;0,48;;7,53;;3,87;0,07;;;;;;;;0,86;;1,28;12,01;;;0,25;;;;;;;0,13;;;3,11;;0,29;;;;;;;;;;;;;;;;0,46;12,04;14,40;3,40;0,13;;30,42;0,29;3,11;72,1;2,44;757;1246;1344;464;100;562;513;684;164;757;953;489;953;1319;2272;733;562;537;;;;;;;;;;;;0,0;6,25;0,92;
Remoulade, uspec.;Remoulade, average values;1250;1568;380;1,1;;1,1;11,2;10,7;12,0;0,5;36,8;0,0;0,7;2,1;51,2;48,8;54,0;54,0;;1,02;1,02;;;;7,50;7,50;;;;;0,0;0,025;;;0,04;0,00;0,00;0,04;0,40;0,2;7,0;7,0;1,10;2,0;2,0;;265,0;49,0;14,0;3,0;;1,20;0,100;0,60;0,10;7,00;;;1,60;;;;55;;;;5,0;;;;;;;;;;;;;;;;;;12,00;12,00;12,00;;;;;;0,00;0,13;0,01;;;;;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;0,04;;1,98;0,00;0,67;0,23;;0,13;;0,06;;0,00;;0,08;;0,00;19,34;;;0,47;;0,23;0,00;0,07;;;;;;8,53;;3,37;;0,00;0,04;0,00;0,00;;;0,00;;;;0,00;;0,00;;0,00;3,10;20,19;11,94;;;35,22;3,37;8,57;100,0;0,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;6,25;0,96;
Oksek�d, tv�rreb, r�t;Beef, flatribs, raw;1251;1366;330;15,3;13,3;15,3;0,0;0,0;0,0;0,0;29,9;0,0;0,2;1,0;46,2;53,8;37,0;37,0;0;0,90;0,90;;;;0,90;0,90;;;;;0,0;0,031;;;0,14;7,94;4,80;0,37;0,48;0,0;4,0;4,0;1,40;0,0;0,0;;70,0;250,0;4,0;17,0;;1,60;0,055;3,80;0,01;4,00;0,0;;6,50;;;;170;;;;1,2;;0,7;0,05;0,53;0,90;2,50;;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;;;0,00;0,00;0,00;;;;;;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;0,90;0,17;7,56;0,34;3,65;;;;;;;0,42;;1,77;0,28;;11,80;;;0,00;;;;;;;;;;0,56;;0,37;;;;0,00;;;0,28;0,00;;;;0,00;;;;;12,62;14,27;1,21;;;28,11;0,37;0,84;70,4;2,66;797;1248;1381;398;120;637;531;691;189;850;983;558;956;1461;2337;903;744;664;;;0,23;;2,35;0,00;0,23;0,84;2,58;;6,23;20,0;6,25;0,94;
Ris, polerede, r�;Rice, polished, raw;1252;1504;354;8,4;6,7;8,8;77,8;77,1;78,1;0,7;1,2;0,0;0,0;0,6;88,0;12,0;0,0;0,0;0;0,00;0,00;;;;0,05;0,05;;;;0,05;0,0;0,070;;;0,04;1,98;1,40;0,11;0,55;3,0;31,0;;0,00;0,0;0,0;;1,8;150,0;52,7;35,0;;1,20;0,200;1,70;0,90;4,20;20,0;;6,00;;;;130;;;;2,2;;35,6;0,66;21,30;3,40;0,40;;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;;;0,00;0,00;0,00;;;;;;78,10;0,63;0,40;;;;;;;;;;;;;;;;;;;0,00;0,00;;0,01;;0,24;;0,03;0,00;;;;;;;;0,00;;;0,29;;;0,00;;0,00;;;;;;;;0,41;;0,01;;;;0,00;;;;;;;;;;;;;0,27;0,29;0,42;;;0,98;0,01;0,41;0,0;1,41;367;650;311;198;99;452;240;282;119;551;635;184;494;748;1271;381;381;424;;;;0,00;;;;;;;0,00;0,0;5,95;0,82;0,82
Bouillon, oksek�d, koncentreret, terning;Bouillon, beef, concentrated, cube;1253;676;160;17,0;14,9;17,0;15,8;15,8;16,0;0,0;3,2;0,0;56,3;40,0;76,0;24,0;0,0;0,0;0;0,00;0,00;;;;0,00;0,00;;;;0,00;;0,050;;;3,40;9,34;8,80;0,33;0,00;0,0;0,0;0,0;0,60;0,0;0,0;;22500,0;170,0;60,0;120,0;;2,90;0,710;1,80;0,68;50,00;;;0,00;;;;360;;;;15,0;;150,0;;;;;;;;;0,59;;;;3,36;;;3,95;;;;;;;;12,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,49;1,25;0,12;;;2,88;0,01;0,09;7,0;2,72;228;326;435;46;14;193;68;250;33;381;653;381;517;870;11370;598;381;381;;;;;;;;;;;;0,0;6,25;0,90;
Rismel;Rice flour;1255;1527;360;7,3;6,3;7,7;80,1;79,3;78,9;0,8;1,3;0,0;0,0;0,5;89,2;10,8;0,0;0,0;0;0,00;0,00;;;;0,00;0,00;;;;0,00;;0,080;;;0,03;1,62;1,90;0,20;0,50;1,0;10,0;8,0;0,00;0,0;0,0;;2,8;117,0;5,0;36,0;;1,10;0,200;1,70;0,60;;;;3,10;;;;96;;;;0,7;;10,7;;;0,60;2,90;;;;;;;;;;;;;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00;0,00;;0,01;;0,26;;0,03;0,00;;;;;;;;0,00;;;0,32;;;0,00;;0,00;;;;;;;;0,44;;0,01;;;;0,00;;;;;;;;;;;;;0,30;0,32;0,45;;;1,07;0,01;0,44;0,0;1,23;331;626;282;209;81;393;380;245;97;503;589;184;442;675;1166;344;331;417;;;0,28;0,00;0,25;;;;;;;0,0;5,95;0,82;
Kakao, pulver;Cocoa, powder;1256;1682;405;17,1;13,4;22,5;47,0;23,0;10,5;24,0;21,9;0,0;0,1;8,9;94,9;5,1;3,3;0,0;40;0,00;0,00;;;;0,20;0,20;;;;;0,0;0,100;;;0,15;5,60;2,00;0,07;;;41,0;31,0;0,00;0,0;0,0;;35,0;3490,0;105,0;523,0;;11,00;3,600;10,10;2,50;173,00;73,0;;14,30;;;;660;;;;2,8;;855,0;;23,00;33,00;27,40;;;;;;;;;;;;0,00;0,00;0,00;;;;;;10,50;;;;;;;;;;;;0,47;;;;;0,47;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;5,48;0,00;7,22;0,19;;0,00;;;;0,00;0,00;0,00;0,00;;7,28;;;0,00;;0,00;;;;;;;;0,62;;0,00;;;;0,00;;;0,00;0,00;;;;0,00;;0,00;;;12,90;7,28;0,62;;;20,81;0,00;0,62;0,0;3,60;684;1008;756;212;212;756;540;720;216;1116;1116;292;828;1728;2844;756;864;900;;;;;;;;;;;;0,0;4,74;0,95;0,52
Oliven, sorte, saltede, i olie;Olives, ripe, salted, oil-coated;1257;1476;358;2,2;;2,2;8,7;4,9;4,9;3,8;35,8;0,0;8,2;9,5;56,2;43,8;3,3;0,0;40;0,00;0,00;;;;1,99;1,99;;;;;;0,000;;;0,00;0,09;0,00;0,01;0,02;0,0;;;0,00;0,0;0,0;;3288,0;38,0;80,0;16,0;;1,60;0,230;0,15;;;;;0,90;;;;29;;;;4,5;;;;;;;;;;;;;;;;;;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;4,08;0,00;0,79;0,14;;0,00;;;;0,00;0,00;0,37;0,00;;24,62;;;0,00;;0,00;;;;;;;;3,78;;0,22;;;;;;;0,00;0,00;;;;0,00;;0,00;;;5,01;24,99;4,00;;;34,01;0,22;3,78;0,0;0,35;;;;;;;;;5;;;;;;;;;;;;;0,02;;;;;;;0,02;20,0;6,25;0,95;
Rugmel, halvsigtet (udmalingsgrad ca. 85 %);Rye flour, bolted (extraction rate 85 %);1258;1436;339;7,8;6,7;8,6;77,5;68,5;67,0;9,0;1,8;0,0;0,0;1,0;88,1;11,9;0,0;;;0,00;;;;;0,59;0,59;;;;;;0,330;;;0,08;1,66;;0,40;0,43;;70,0;;0,00;0,0;;;2,9;313,0;29,0;51,0;;2,00;0,220;1,72;1,75;;;;2,00;;;;190;;;;3,6;;;;;;;;0,61;0,00;0,92;1,53;0,00;3,70;0,90;4,60;;;6,13;;;;;;;;60,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,20;0,20;0,90;;;1,26;0,08;0,61;;1,37;315;547;342;134;124;383;205;301;100;465;451;205;383;588;1792;383;711;383;;;;;;;;;;;;0,0;5,70;0,70;0,67
Danbo, 30+;Cheese, firm, Danbo, 30 % fidm.;1259;1072;257;28,4;25,0;27,8;0,8;0,8;0,1;0,0;15,7;0,0;1,8;4,5;49,4;50,6;137,7;132,0;68;0,17;0,17;;;;0,40;0,40;;;;;0,0;0,055;;;0,33;6,63;0,10;0,09;0,34;1,5;60,0;1,0;1,52;0,0;0,0;;737,0;82,7;723,0;32,3;;0,18;0,086;4,40;0,06;0,25;6,0;1,00;9,50;;;;580;;;;13,8;;1,4;0,06;1,00;0,01;0,45;;;;;;0,05;;;0,05;;;0,05;0,00;0,00;;;;;;0,00;;;;;;;;1,06;0,32;;;;;;;;1,38;0,52;0,72;0,35;0,51;0,51;;1,46;;4,23;0,00;1,75;0,04;;0,00;;0,00;;0,20;;0,26;;0,00;3,84;;;0,12;;0,00;0,00;0,00;;;;;;0,28;;0,09;;0,00;0,00;0,00;0,00;;;0,00;;;;0,00;;0,00;;0,00;10,08;4,42;0,37;;;14,87;0,09;0,28;53,0;4,45;1558;2626;2270;801;102;1469;1558;979;392;1914;890;801;890;2003;5564;579;2982;1602;;;3,50;0,00;;;;;;;3,50;0,0;6,38;0,95;
Oksek�d, slag, r�t;Beef, flank, raw;1261;1387;335;16,1;12,9;16,1;0,0;0,0;0,0;0,0;30,1;0,0;0,2;1,0;47,2;52,8;38,0;38,0;0;0,90;0,90;;;;0,91;0,91;;;;;0,0;0,030;;;0,11;7,95;4,90;0,37;0,47;0,0;4,0;4,0;1,40;0,0;0,0;;65,0;250,0;4,0;17,0;;1,40;0,050;3,80;0,01;4,00;0,0;;6,50;;;;170;;;;1,2;;0,7;0,05;0,53;0,90;2,50;;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;;;0,00;0,00;0,00;;;;;;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;0,91;0,17;7,61;0,34;3,68;;;;;;;0,42;;1,78;0,28;;11,89;;;0,00;;;;;;;;;;0,57;;0,37;;;;0,00;;;0,28;0,00;;;;0,00;;;;;12,70;14,37;1,22;;;28,29;0,37;0,85;72,8;2,58;773;1211;1340;386;116;618;515;670;183;824;953;541;927;1417;2267;876;721;644;;;0,23;;2,35;0,00;0,23;0,84;2,58;;6,23;5,0;6,25;0,94;
Tomatketchup;Tomato ketchup, bottled;1262;479;114;3,0;2,2;3,0;21,7;18,4;18,4;3,3;2,4;0,0;2,7;1,4;28,5;71,5;49,9;0,0;599;0,00;0,00;;;;1,50;1,50;;;;;;0,040;;;0,05;0,86;0,60;0,13;0,25;1,5;5,0;2,0;0,00;3,9;3,9;;1090,0;376,0;18,5;18,0;;0,60;0,150;0,20;0,16;5,00;0,0;;0,40;;;;34;;;;0,9;;30,0;0,10;1,00;2,00;13,00;;;;;;;;;;;;17,30;22,90;22,90;;;;;;1,10;;;;;;;;;;;;;;;;;;;;;;;;;;0,38;;0,06;;;;;;;;;0,02;;;0,27;;;;;;;;;;;;;1,08;;0,11;;;;;;;0,00;;;;;;;;;;0,44;0,29;1,19;;;1,92;0,11;1,08;0,0;0,48;72;101;96;22;10;77;30;72;16;77;62;48;77;370;1200;58;62;86;;;;;;;;;;;;0,0;6,25;0,80;
Baked beans i tomatsovs, konserves;Beans, baked i tomato sauce, canned;1263;371;88;5,1;4,0;5,1;19,1;12,5;9,6;6,6;0,5;0,0;1,2;1,7;26,4;73,6;0,0;0,0;0;0,00;0,00;;;;0,60;0,60;;;;;;0,070;;;0,05;1,32;0,50;0,12;;;29,0;4,0;0,00;0,0;0,0;;480,0;300,0;45,0;31,0;;1,40;0,210;0,70;;;;;3,00;;;;91;;;;0,6;;;;;;;;;;;;;;;;;;5,00;;;;;;;;4,64;;;;;;;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,08;0,00;0,01;0,00;;0,00;;;;0,00;0,00;0,00;0,00;;0,05;;;0,00;;0,00;;;;;;;;0,10;;0,15;;;;;;;0,00;0,00;;;;0,00;;0,00;;;0,08;0,05;0,25;;;0,38;0,15;0,10;;0,82;212;392;367;57;41;269;131;212;49;237;302;147;212;620;751;204;180;294;;;;;;;;;;;;0,0;6,25;0,76;
S�dm�lk (UHT);Milk, whole, 3.5, (UHT), % fat;1265;264;63;3,4;3,1;3,4;4,6;4,6;4,6;0,0;3,5;0,0;0,1;0,8;12,3;87,7;32,3;31,0;16;0,10;0,10;;;;0,09;0,09;;;;;0,0;0,042;;;0,17;0,86;0,09;0,05;0,34;2,0;11,0;4,0;0,45;1,2;1,2;;42,6;148,0;112,0;11,2;;0,06;0,010;0,47;0,01;0,05;5,0;;1,64;;;;89;;94;;10,7;;0,7;0,03;0,30;0,00;0,09;;0,00;;0,00;0,00;4,61;0,00;0,00;4,61;;;4,61;0,00;0,00;;;;;;0,00;0,00;0,00;;;;;;;;;0,19;;;;;0,05;0,19;0,12;0,08;0,05;0,11;0,13;;0,38;;1,03;;0,35;;;;;;;0,05;;0,08;;;0,77;;;0,04;;;;;;;;;;0,07;;0,03;;;;;;;;;;;;;;;;;2,25;0,93;0,10;;;3,28;0,03;0,07;13,3;0,54;198;327;306;86;26;172;145;145;46;236;118;97;113;279;681;70;333;193;;;0,01;0,03;0,00;;;;;;0,04;0,0;6,38;0,95;1,03
S�dm�lk, �kologisk;Milk, whole, organic, 3.5 % fat;1266;269;64;3,4;3,1;3,3;4,9;4,9;4,4;0,0;3,5;0,0;0,1;0,8;12,6;87,5;35,3;34,0;16;0,01;0,01;;0,01;;0,09;0,09;;;;;0,0;0,040;;;0,18;0,88;0,11;0,05;0,37;1,0;11,0;4,0;0,39;1,2;1,2;;35,0;148,5;119,0;11,0;;0,02;0,013;0,36;0,00;0,00;5,0;;4,40;;;;91;;95;;16,5;;0,4;0,03;0,30;0,00;0,09;;0,00;0,00;0,00;0,00;4,40;0,00;0,00;4,40;;;4,40;0,00;0,00;;;;;;0,00;;;;;;;;;;;0,19;;;;;0,05;0,19;0,12;0,09;0,05;0,11;0,13;;0,38;0,04;1,04;;0,34;;;;;;;0,03;;0,05;;0,03;0,60;;;;;;;;;;0,11;;;0,05;0,01;0,02;;;;;;;;;;;;;;;0,02;0,04;2,30;0,71;0,08;0,13;;3,26;0,02;0,05;13,2;0,54;198;326;305;86;26;171;144;144;46;235;118;96;112;278;679;70;332;193;;;0,01;0,03;0,00;;;;;;0,04;0,0;6,38;0,95;1,03
Lammek�d, rygstykke, r�t;Lamb, loin, raw;1268;1205;290;15,8;13,3;15,8;10,7;10,7;0,0;0,0;20,4;0,0;0,2;0,7;47,6;52,4;45,0;45,0;0;0,40;0,40;;;;0,70;0,70;;;;;0,0;0,090;;;0,16;6,44;4,00;0,15;0,55;1,0;1,4;;1,00;0,0;0,0;;61,0;230,0;13,3;17,0;;1,20;0,160;2,10;0,01;8,10;0,0;;1,40;;;;198;;;;0,7;;2,1;0,19;;1,60;4,60;;;;;;;;;;;;0,00;0,00;0,00;;;;;;0,00;;;;;;;;;;;;;;;;;;;;0,00;0,02;0,07;;0,91;;4,07;;3,77;0,00;;0,00;;;;0,00;;0,31;;;5,56;;;0,00;;0,00;0,00;;;;0,64;;;0,29;;0,20;;;;;;;0,00;;;;;;;0,00;;0,57;8,84;5,87;0,49;0,64;;16,42;0,20;0,29;71,7;2,53;784;1289;1441;404;134;632;632;683;147;860;1062;455;986;1441;2326;834;733;632;;;;;;;;;;;;44,0;6,25;0,81;
Grisek�d, uspec., fedt, r�t;Pork, meat, approx. 32 % fat, raw;1269;1429;346;14,4;11,8;14,4;0,0;0,0;0,0;0,0;32,0;0,0;0,1;0,8;47,2;52,8;0,0;0,0;0;0,36;0,23;;0,12;;0,10;0,10;;;;;0,0;0,570;;;0,18;5,52;2,80;0,24;0,60;2,6;2,5;;0,65;0,0;0,0;;55,0;204,0;6,0;14,0;;0,63;0,100;3,60;0,01;5,30;10,0;;6,90;;;;130;;;;1,5;;;0,13;2,00;1,90;5,60;;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;;;0,00;0,00;0,00;;;;;;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;0,48;0,00;8,12;0,00;4,13;;;;;;;;;1,02;0,00;;13,12;;;0,21;;;;;;;;;;2,18;;0,18;;;;0,00;;;0,00;0,00;;;;0,00;;;;;12,73;14,35;2,36;;;29,44;0,18;2,18;69,4;2,40;720;1080;1320;360;98;552;504;624;163;792;888;552;888;1320;1944;768;600;576;;;1,10;;1,10;;0,45;0,13;0,13;1,45;4,36;;6,25;0,92;
